state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	cpi_2012	index
Alabama	1970	0.12	0.427	46.8	36739131	0.2	89.8	229.59391666666667	38.825
Alabama	1971	0.12	0.423	47.3	39490694	0.2	95.4	229.59391666666667	40.49166666666667
Alabama	1972	0.12	0.421	47.5	42198422	0.2	101.1	229.59391666666667	41.81666666666666
Alabama	1973	0.12	0.431	46.4	43328876	0.2	102.9	229.59391666666667	44.4
Alabama	1974	0.12	0.466	42.9	45943402	0.2	108.2	229.59391666666667	49.30833333333334
Alabama	1975	0.12	0.504	39.7	47956285	0.2	111.7	229.59391666666667	53.81666666666667
Alabama	1976	0.12	0.501	39.9	50409197	0.2	116.2	229.59391666666667	56.90833333333333
Alabama	1977	0.12	0.551	36.3	51516608	0.2	117.1	229.59391666666667	60.608333333333334
Alabama	1978	0.12	0.568	35.2	54460929	0.2	123	229.59391666666667	65.23333333333333
Alabama	1979	0.12	0.606	33.3	54496057	0.2	121.4	229.59391666666667	72.575
Alabama	1980	0.12	0.688	34.9	55701205	0.24	123.2	229.59391666666667	82.40833333333333
Alabama	1981	0.16	0.731	32.8	72852874	0.24	119.6	229.59391666666667	90.925
Alabama	1982	0.16	0.844	38.4	74641962	0.24	119.1	229.59391666666667	96.5
Alabama	1983	0.16	0.908	35.2	73371489	0.32	116.3	229.59391666666667	99.6
Alabama	1984	0.16	0.99	32.8	72144256	0.325	113	229.59391666666667	103.88333333333333
Alabama	1985	0.165	1.03	31.6	76693928	0.325	114.5	229.59391666666667	107.56666666666666
Alabama	1986	0.165	1.1	29.6	77175083	0.325	116.3	229.59391666666667	109.60833333333333
Alabama	1987	0.165	1.144	28.5	77097672	0.325	114	229.59391666666667	113.625
Alabama	1988	0.165	1.223	26.6	76529290	0.325	112.1	229.59391666666667	118.25833333333333
Alabama	1989	0.165	1.391	23.4	74959156	0.325	105.6	229.59391666666667	123.96666666666667
Alabama	1990	0.165	1.444	22.5	74656216	0.325	108.6	229.59391666666667	130.65833333333333
Alabama	1991	0.165	1.722	21.2	73585654	0.365	107.9	229.59391666666667	136.19166666666666
Alabama	1992	0.165	1.762	20.7	73149118	0.365	109.1	229.59391666666667	140.31666666666666
Alabama	1993	0.165	1.546	26.2	72619924	0.405	108.5	229.59391666666667	144.45833333333334
Alabama	1994	0.165	1.551	26.1	72324900	0.405	107.1	229.59391666666667	148.225
Alabama	1995	0.165	1.583	25.6	70450119	0.405	102.6	229.59391666666667	152.38333333333333
Alabama	1996	0.165	1.674	24.2	70950600	0.405	101.4	229.59391666666667	156.85
Alabama	1997	0.165	1.805	22.4	73953302	0.405	104.9	229.59391666666667	160.51666666666665
Alabama	1998	0.165	1.956	20.7	74878439	0.405	106.2	229.59391666666667	163.00833333333333
Alabama	1999	0.165	2.707	15	71844367	0.405	100.7	229.59391666666667	166.575
Alabama	2000	0.165	2.884	17.5	70664938	0.505	96.2	229.59391666666667	172.2
Alabama	2001	0.165	3.23	15.6	66373279	0.505	90.5	229.59391666666667	177.06666666666666
Alabama	2002	0.165	3.282	16.9	62450667	0.555	84.8	229.59391666666667	179.875
Alabama	2003	0.165	3.234	17.2	61161426	0.555	82.2	229.59391666666667	183.95833333333334
Alabama	2004	0.425	3.569	22.8	71463596	0.815	87.9	229.59391666666667	188.88333333333333
Alabama	2005	0.425	3.56	22.9	158457030	0.815	82.4	229.59391666666667	195.29166666666666
Alabama	2006	0.425	3.535	23.1	161434908	0.815	83.3	229.59391666666667	201.59166666666667
Alabama	2007	0.425	3.759	21.7	156820995	0.815	80.2	229.59391666666667	207.34241666666668
Alabama	2008	0.425	3.752	21.7	153461159	0.815	78	229.59391666666667	215.3025
Alabama	2009	0.425	4.548	31.6	149746028	1.435	75.6	229.59391666666667	214.537
Alabama	2010	0.425	4.726	30.4	143144386	1.435	71.5	229.59391666666667	218.0555
Alabama	2011	0.425	4.845	29.6	138999738	1.435	68.4	229.59391666666667	224.93916666666667
Alabama	2012	0.425	4.841	29.6	137207735	1.435	67.2	229.59391666666667	229.59391666666667
Alabama	2013	0.425	4.942	29	132215587	1.435	64.6	229.59391666666667	232.95708333333334
Alabama	2014	0.425	5.102	28.1	126853195	1.435	61.7	229.59391666666667	236.73616666666666
Alabama	2015	0.425	5.305	31.8	125105125	1.685	60.7	229.59391666666667	237.017
Alabama	2016	0.675	5.41	31.1	163948123	1.685	60.1	229.59391666666667	240.00716666666668
Alabama	2017	0.675	5.452	30.9	180386973	1.685	58.1	229.59391666666667	245.11958333333334
Alabama	2018	0.675	5.55	30.4	172649066	1.685	54.7	229.59391666666667	251.10683333333333
Alabama	2019	0.675	5.784	29.1	165763113	1.685	53.1	229.59391666666667	255.65741666666668
Alaska	1970	0.08	0.418	38.3	2737000	0.16	121.3	229.59391666666667	38.825
Alaska	1971	0.08	0.421	38	2996000	0.16	123	229.59391666666667	40.49166666666667
Alaska	1972	0.08	0.42	38.1	3255000	0.16	130	229.59391666666667	41.81666666666666
Alaska	1973	0.08	0.438	36.5	3274000	0.16	125.8	229.59391666666667	44.4
Alaska	1974	0.08	0.449	35.6	3444000	0.16	130.4	229.59391666666667	49.30833333333334
Alaska	1975	0.08	0.483	33.1	4056000	0.16	150.4	229.59391666666667	53.81666666666667
Alaska	1976	0.08	0.515	31.1	4649000	0.16	164.8	229.59391666666667	56.90833333333333
Alaska	1977	0.08	0.563	28.4	4868000	0.16	159.3	229.59391666666667	60.608333333333334
Alaska	1978	0.08	0.571	28	4676000	0.16	143.6	229.59391666666667	65.23333333333333
Alaska	1979	0.08	0.609	26.3	4451000	0.16	138.1	229.59391666666667	72.575
Alaska	1980	0.08	0.635	25.2	4351000	0.16	134	229.59391666666667	82.40833333333333
Alaska	1981	0.08	0.728	22	4607000	0.16	144	229.59391666666667	90.925
Alaska	1982	0.08	0.86	18.6	4888000	0.16	148.3	229.59391666666667	96.5
Alaska	1983	0.08	0.962	24.9	5148000	0.24	146.9	229.59391666666667	99.6
Alaska	1984	0.08	1.027	23.4	5341000	0.24	133.6	229.59391666666667	103.88333333333333
Alaska	1985	0.08	1.1	29.1	5395000	0.32	128.9	229.59391666666667	107.56666666666666
Alaska	1986	0.16	1.215	26.3	8191000	0.32	126.3	229.59391666666667	109.60833333333333
Alaska	1987	0.16	1.254	25.6	9503000	0.32	110.4	229.59391666666667	113.625
Alaska	1988	0.16	1.394	23	8865000	0.32	80	229.59391666666667	118.25833333333333
Alaska	1989	0.16	1.702	26.4	8130515	0.45	94.4	229.59391666666667	123.96666666666667
Alaska	1990	0.16	2.017	22.3	13450527	0.45	100.2	229.59391666666667	130.65833333333333
Alaska	1991	0.29	2.073	23.6	16377954	0.49	101.8	229.59391666666667	136.19166666666666
Alaska	1992	0.29	2.191	22.4	15812651	0.49	98.5	229.59391666666667	140.31666666666666
Alaska	1993	0.29	2.009	26.9	15321090	0.54	95.2	229.59391666666667	144.45833333333334
Alaska	1994	0.29	2.014	25.2	15548000	0.53	94.1	229.59391666666667	148.225
Alaska	1995	0.29	2.125	24.9	15752759	0.53	89.5	229.59391666666667	152.38333333333333
Alaska	1996	0.29	2.144	24.7	15907733	0.53	89.9	229.59391666666667	156.85
Alaska	1997	0.29	2.97	41.8	14379771	1.24	81.7	229.59391666666667	160.51666666666665
Alaska	1998	0.29	3.276	37.9	28431309	1.24	78.6	229.59391666666667	163.00833333333333
Alaska	1999	1	4.047	30.6	42915000	1.24	70.5	229.59391666666667	166.575
Alaska	2000	1	4.397	30.5	43091506	1.34	66	229.59391666666667	172.2
Alaska	2001	1	4.433	30.2	40893899	1.34	65.2	229.59391666666667	177.06666666666666
Alaska	2002	1	4.591	30.3	40434020	1.39	63.7	229.59391666666667	179.875
Alaska	2003	1	4.415	31.5	40239153	1.39	63.6	229.59391666666667	183.95833333333334
Alaska	2004	1	5.03	27.6	41260582	1.39	63.6	229.59391666666667	188.88333333333333
Alaska	2005	1.6	5.61	35.5	48750294	1.99	60.2	229.59391666666667	195.29166666666666
Alaska	2006	1.6	5.819	37.6	57910992	2.19	54.5	229.59391666666667	201.59166666666667
Alaska	2007	1.8	6.351	37.6	63849816	2.39	52.9	229.59391666666667	207.34241666666668
Alaska	2008	2	6.69	35.7	64193492	2.39	47	229.59391666666667	215.3025
Alaska	2009	2	7.605	39.6	62882219	3.01	45.8	229.59391666666667	214.537
Alaska	2010	2	7.607	39.6	61237633	3.01	43.8	229.59391666666667	218.0555
Alaska	2011	2	8.494	35.4	61478147	3.01	43.3	229.59391666666667	224.93916666666667
Alaska	2012	2	8.3	36.3	59586835	3.01	41.2	229.59391666666667	229.59391666666667
Alaska	2013	2	8.659	34.8	56983372	3.01	39	229.59391666666667	232.95708333333334
Alaska	2014	2	8.901	33.8	54624390	3.01	37.2	229.59391666666667	236.73616666666666
Alaska	2015	2	9.018	33.4	52702165	3.01	35.8	229.59391666666667	237.017
Alaska	2016	2	9.013	33.4	52573488	3.01	35.6	229.59391666666667	240.00716666666668
Alaska	2017	2	9.253	32.5	48857026	3.01	32.9	229.59391666666667	245.11958333333334
Alaska	2018	2	9.37	32.1	46021896	3.01	31.1	229.59391666666667	251.10683333333333
Alaska	2019	2	9.553	31.5	44773153	3.01	30.4	229.59391666666667	255.65741666666668
Arizona	1970	0.1	0.385	46.7	19510371	0.18	115.2	229.59391666666667	38.825
Arizona	1971	0.1	0.38	47.4	19640088	0.18	109.6	229.59391666666667	40.49166666666667
Arizona	1972	0.1	0.387	46.5	23116211	0.18	125	229.59391666666667	41.81666666666666
Arizona	1973	0.1	0.392	45.9	24963408	0.18	128.3	229.59391666666667	44.4
Arizona	1974	0.1	0.477	44	27387025	0.21	133.1	229.59391666666667	49.30833333333334
Arizona	1975	0.13	0.491	42.8	34513342	0.21	121.8	229.59391666666667	53.81666666666667
Arizona	1976	0.13	0.487	43.1	35349459	0.21	122.3	229.59391666666667	56.90833333333333
Arizona	1977	0.13	0.536	39.2	35910542	0.21	121.7	229.59391666666667	60.608333333333334
Arizona	1978	0.13	0.586	35.8	37232113	0.21	124.7	229.59391666666667	65.23333333333333
Arizona	1979	0.13	0.608	34.5	38135772	0.21	124.6	229.59391666666667	72.575
Arizona	1980	0.13	0.633	33.2	40387868	0.21	126.8	229.59391666666667	82.40833333333333
Arizona	1981	0.13	0.733	28.6	40210749	0.21	113.8	229.59391666666667	90.925
Arizona	1982	0.13	0.805	26.1	41240299	0.21	113.5	229.59391666666667	96.5
Arizona	1983	0.13	0.928	31.3	41322538	0.29	111.1	229.59391666666667	99.6
Arizona	1984	0.13	0.988	31.4	42047774	0.31	107.1	229.59391666666667	103.88333333333333
Arizona	1985	0.15	1.067	29.1	49914889	0.31	107.1	229.59391666666667	107.56666666666666
Arizona	1986	0.15	1.135	27.3	51271543	0.31	107.9	229.59391666666667	109.60833333333333
Arizona	1987	0.15	1.135	27.2	51756221	0.31	106.1	229.59391666666667	113.625
Arizona	1988	0.15	1.256	24.3	52761017	0.31	102.2	229.59391666666667	118.25833333333333
Arizona	1989	0.15	1.302	23.8	50497361	0.31	96.8	229.59391666666667	123.96666666666667
Arizona	1990	0.15	1.514	22.5	47367639	0.34	88.9	229.59391666666667	130.65833333333333
Arizona	1991	0.15	1.657	22.9	52400987	0.38	81.2	229.59391666666667	136.19166666666666
Arizona	1992	0.18	1.836	20.7	53152206	0.38	79	229.59391666666667	140.31666666666666
Arizona	1993	0.18	1.621	25.9	54098346	0.42	80.3	229.59391666666667	144.45833333333334
Arizona	1994	0.18	1.629	25.8	54392580	0.42	79	229.59391666666667	148.225
Arizona	1995	0.18	2.079	39.4	109614212	0.82	77.3	229.59391666666667	152.38333333333333
Arizona	1996	0.58	2.22	36.9	171622649	0.82	71.4	229.59391666666667	156.85
Arizona	1997	0.58	2.31	35.5	166315143	0.82	64.6	229.59391666666667	160.51666666666665
Arizona	1998	0.58	2.501	32.8	169626199	0.82	66	229.59391666666667	163.00833333333333
Arizona	1999	0.58	3.177	25.8	166481637	0.82	61.7	229.59391666666667	166.575
Arizona	2000	0.58	3.458	26.6	162795250	0.92	58.5	229.59391666666667	172.2
Arizona	2001	0.58	3.606	25.5	160870757	0.92	54.1	229.59391666666667	177.06666666666666
Arizona	2002	0.58	3.85	40.8	160155700	1.57	52	229.59391666666667	179.875
Arizona	2003	1.18	4.031	38.9	216941668	1.57	48.2	229.59391666666667	183.95833333333334
Arizona	2004	1.18	3.967	39.6	280173860	1.57	42.5	229.59391666666667	188.88333333333333
Arizona	2005	1.18	4.156	37.8	286386310	1.57	42.3	229.59391666666667	195.29166666666666
Arizona	2006	1.18	4.35	36.1	296078470	1.57	42.2	229.59391666666667	201.59166666666667
Arizona	2007	2	5.202	45.9	354887901	2.39	37.5	229.59391666666667	207.34241666666668
Arizona	2008	2	5.466	43.7	397172122	2.39	31.8	229.59391666666667	215.3025
Arizona	2009	2	6.274	48	371476941	3.01	28.6	229.59391666666667	214.537
Arizona	2010	2	6.459	46.6	327381714	3.01	24.8	229.59391666666667	218.0555
Arizona	2011	2	6.492	46.4	328721247	3.01	27.1	229.59391666666667	224.93916666666667
Arizona	2012	2	6.6	45.6	322217444	3.01	25	229.59391666666667	229.59391666666667
Arizona	2013	2	6.622	45.5	316111769	3.01	24.4	229.59391666666667	232.95708333333334
Arizona	2014	2	6.752	44.6	304872144	3.01	23	229.59391666666667	236.73616666666666
Arizona	2015	2	6.916	43.5	310164906	3.01	23	229.59391666666667	237.017
Arizona	2016	2	6.923	43.5	318976882	3.01	23.1	229.59391666666667	240.00716666666668
Arizona	2017	2	7.104	42.4	316089295	3.01	22.5	229.59391666666667	245.11958333333334
Arizona	2018	2	7.362	40.9	306302317	3.01	21.8	229.59391666666667	251.10683333333333
Arizona	2019	2	7.513	40.1	296712275	3.01	20.7	229.59391666666667	255.65741666666668
Arkansas	1970	0.1225	0.388	53.5	24493875	0.2075	100.3	229.59391666666667	38.825
Arkansas	1971	0.1775	0.441	58.4	27438688	0.2575	104.1	229.59391666666667	40.49166666666667
Arkansas	1972	0.1775	0.451	57.1	35848433	0.2575	103.9	229.59391666666667	41.81666666666666
Arkansas	1973	0.1775	0.455	56.6	37917550	0.2575	108	229.59391666666667	44.4
Arkansas	1974	0.1775	0.486	53	39654387	0.2575	109.7	229.59391666666667	49.30833333333334
Arkansas	1975	0.1775	0.509	50.6	42027562	0.2575	114.8	229.59391666666667	53.81666666666667
Arkansas	1976	0.1775	0.526	49	44721125	0.2575	119.1	229.59391666666667	56.90833333333333
Arkansas	1977	0.1775	0.565	45.6	45878425	0.2575	122.6	229.59391666666667	60.608333333333334
Arkansas	1978	0.1775	0.584	44.1	48463712	0.2575	127.3	229.59391666666667	65.23333333333333
Arkansas	1979	0.1775	0.615	41.9	49072538	0.2575	126.5	229.59391666666667	72.575
Arkansas	1980	0.1775	0.647	39.8	50988650	0.2575	131.8	229.59391666666667	82.40833333333333
Arkansas	1981	0.1775	0.721	35.7	52216063	0.2575	128.7	229.59391666666667	90.925
Arkansas	1982	0.1775	0.82	31.4	51931175	0.2575	127.4	229.59391666666667	96.5
Arkansas	1983	0.21	0.936	39.5	54616725	0.37	128	229.59391666666667	99.6
Arkansas	1984	0.21	0.985	37.6	60611138	0.37	123.1	229.59391666666667	103.88333333333333
Arkansas	1985	0.21	1.036	35.7	62733844	0.37	125.8	229.59391666666667	107.56666666666666
Arkansas	1986	0.21	1.13	32.7	62155739	0.37	126	229.59391666666667	109.60833333333333
Arkansas	1987	0.21	1.199	30.8	61658584	0.37	122.3	229.59391666666667	113.625
Arkansas	1988	0.21	1.277	29	61767668	0.37	121.5	229.59391666666667	118.25833333333333
Arkansas	1989	0.21	1.412	26.2	60710757	0.37	118.3	229.59391666666667	123.96666666666667
Arkansas	1990	0.21	1.465	25.3	57859721	0.37	113.1	229.59391666666667	130.65833333333333
Arkansas	1991	0.21	1.773	23.7	57851063	0.42	116.8	229.59391666666667	136.19166666666666
Arkansas	1992	0.21	1.799	23.3	65362674	0.42	126	229.59391666666667	140.31666666666666
Arkansas	1993	0.22	1.681	33	72196949	0.555	113.8	229.59391666666667	144.45833333333334
Arkansas	1994	0.345	1.673	33.2	81346688	0.555	108.8	229.59391666666667	148.225
Arkansas	1995	0.315	1.671	33.2	86742788	0.555	113	229.59391666666667	152.38333333333333
Arkansas	1996	0.315	1.813	30.6	85978675	0.555	110.7	229.59391666666667	156.85
Arkansas	1997	0.315	1.873	29.6	85952917	0.555	108.7	229.59391666666667	160.51666666666665
Arkansas	1998	0.315	2.069	26.8	86593871	0.555	109.5	229.59391666666667	163.00833333333333
Arkansas	1999	0.315	2.793	19.9	83303347	0.555	104.8	229.59391666666667	166.575
Arkansas	2000	0.315	2.944	22.2	82409447	0.655	99.4	229.59391666666667	172.2
Arkansas	2001	0.315	3.3	19.8	85619768	0.655	101.7	229.59391666666667	177.06666666666666
Arkansas	2002	0.34	3.522	20.7	79846771	0.73	87.2	229.59391666666667	179.875
Arkansas	2003	0.59	3.596	27.3	86736560	0.98	91.6	229.59391666666667	183.95833333333334
Arkansas	2004	0.59	3.535	27.7	131000087	0.98	79.8	229.59391666666667	188.88333333333333
Arkansas	2005	0.59	3.53	27.8	129860482	0.98	82.1	229.59391666666667	195.29166666666666
Arkansas	2006	0.59	3.714	26.4	133418145	0.98	81.4	229.59391666666667	201.59166666666667
Arkansas	2007	0.59	3.822	25.6	127394493	0.98	78.4	229.59391666666667	207.34241666666668
Arkansas	2008	0.59	3.93	24.9	128864614	0.98	77	229.59391666666667	215.3025
Arkansas	2009	1.15	5.288	40.8	148826375	2.16	72.6	229.59391666666667	214.537
Arkansas	2010	1.15	5.454	39.6	206311982	2.16	63.2	229.59391666666667	218.0555
Arkansas	2011	1.15	5.551	38.9	200418005	2.16	61.1	229.59391666666667	224.93916666666667
Arkansas	2012	1.15	5.485	39.4	199654545	2.16	60.5	229.59391666666667	229.59391666666667
Arkansas	2013	1.15	5.521	39.1	190245330	2.16	57.5	229.59391666666667	232.95708333333334
Arkansas	2014	1.15	5.508	39.2	179735100	2.16	54.4	229.59391666666667	236.73616666666666
Arkansas	2015	1.15	5.655	38.2	177322717	2.16	54	229.59391666666667	237.017
Arkansas	2016	1.15	5.744	37.6	179027016	2.16	54.2	229.59391666666667	240.00716666666668
Arkansas	2017	1.15	5.958	36.3	173931263	2.16	52.4	229.59391666666667	245.11958333333334
Arkansas	2018	1.15	6.055	35.7	167579954	2.16	50.2	229.59391666666667	251.10683333333333
Arkansas	2019	1.15	6.259	34.5	161909335	2.16	47.6	229.59391666666667	255.65741666666668
California	1970	0.1	0.397	45.3	239111000	0.18	123	229.59391666666667	38.825
California	1971	0.1	0.399	45.1	241878000	0.18	121	229.59391666666667	40.49166666666667
California	1972	0.1	0.399	45.1	249849000	0.18	123.5	229.59391666666667	41.81666666666666
California	1973	0.1	0.419	43	254630000	0.18	124.4	229.59391666666667	44.4
California	1974	0.1	0.45	40	261029000	0.18	126.7	229.59391666666667	49.30833333333334
California	1975	0.1	0.483	37.3	265698000	0.18	127.1	229.59391666666667	53.81666666666667
California	1976	0.1	0.49	36.7	271234000	0.18	128	229.59391666666667	56.90833333333333
California	1977	0.1	0.587	30.7	272021000	0.18	126.4	229.59391666666667	60.608333333333334
California	1978	0.1	0.601	30	276202000	0.18	126.1	229.59391666666667	65.23333333333333
California	1979	0.1	0.621	29	271823000	0.18	121.9	229.59391666666667	72.575
California	1980	0.1	0.664	27.1	272774000	0.18	120.2	229.59391666666667	82.40833333333333
California	1981	0.1	0.728	24.7	280626000	0.18	118.6	229.59391666666667	90.925
California	1982	0.1	0.849	21.2	279205000	0.18	115.4	229.59391666666667	96.5
California	1983	0.1	0.949	27.4	273943000	0.26	110.8	229.59391666666667	99.6
California	1984	0.1	0.98	26.5	265535000	0.26	104.8	229.59391666666667	103.88333333333333
California	1985	0.1	1.044	24.9	265403000	0.26	102.8	229.59391666666667	107.56666666666666
California	1986	0.1	1.039	25	261213000	0.26	99.7	229.59391666666667	109.60833333333333
California	1987	0.1	1.174	22.2	256877000	0.26	97.5	229.59391666666667	113.625
California	1988	0.1	1.264	20.6	251614000	0.26	90.1	229.59391666666667	118.25833333333333
California	1989	0.35	1.638	31.1	503985000	0.51	82.4	229.59391666666667	123.96666666666667
California	1990	0.35	1.868	27.3	777806372	0.51	77.8	229.59391666666667	130.65833333333333
California	1991	0.35	2.019	27.2	729532100	0.55	68.7	229.59391666666667	136.19166666666666
California	1992	0.35	2.051	26.8	717361867	0.55	67.5	229.59391666666667	140.31666666666666
California	1993	0.35	1.903	31	673194758	0.59	63.4	229.59391666666667	144.45833333333334
California	1994	0.37	1.951	31.3	653545894	0.61	58.6	229.59391666666667	148.225
California	1995	0.37	1.979	30.8	662551030	0.61	56.4	229.59391666666667	152.38333333333333
California	1996	0.37	2.003	30.5	644499085	0.61	54.5	229.59391666666667	156.85
California	1997	0.37	2.078	29.4	634972518	0.61	53.8	229.59391666666667	160.51666666666665
California	1998	0.37	2.249	27.1	617309414	0.61	52.3	229.59391666666667	163.00833333333333
California	1999	0.87	3.512	31.6	849117471	1.11	47.2	229.59391666666667	166.575
California	2000	0.87	3.655	33.1	1176859405	1.21	41.6	229.59391666666667	172.2
California	2001	0.87	3.977	30.4	1120194150	1.21	38	229.59391666666667	177.06666666666666
California	2002	0.87	4.081	30.9	1074322864	1.26	35.8	229.59391666666667	179.875
California	2003	0.87	3.947	31.9	1040616216	1.26	34.7	229.59391666666667	183.95833333333334
California	2004	0.87	3.841	32.8	1030056989	1.26	33.1	229.59391666666667	188.88333333333333
California	2005	0.87	3.953	31.9	1032870955	1.26	33.1	229.59391666666667	195.29166666666666
California	2006	0.87	3.95	31.9	1035290841	1.26	32.9	229.59391666666667	201.59166666666667
California	2007	0.87	4.197	30	1007354061	1.26	31.8	229.59391666666667	207.34241666666668
California	2008	0.87	4.292	29.4	963072445	1.26	30.3	229.59391666666667	215.3025
California	2009	0.87	5.087	37	920204311	1.88	28.8	229.59391666666667	214.537
California	2010	0.87	5.374	35	845928927	1.88	26.3	229.59391666666667	218.0555
California	2011	0.87	5.395	34.8	843072021	1.88	26	229.59391666666667	224.93916666666667
California	2012	0.87	5.4	34.8	827497368	1.88	25.2	229.59391666666667	229.59391666666667
California	2013	0.87	5.51	34.1	788753850	1.88	23.9	229.59391666666667	232.95708333333334
California	2014	0.87	5.475	34.3	757512960	1.88	22.7	229.59391666666667	236.73616666666666
California	2015	0.87	5.607	33.5	754358820	1.88	22.3	229.59391666666667	237.017
California	2016	0.87	5.607	33.5	748095546	1.88	22	229.59391666666667	240.00716666666668
California	2017	2.87	7.659	50.7	956712690	3.88	20.5	229.59391666666667	245.11958333333334
California	2018	2.87	7.862	49.4	1887613448	3.88	16.6	229.59391666666667	251.10683333333333
California	2019	2.87	8.141	47.7	1791254942	3.88	15.8	229.59391666666667	255.65741666666668
Colorado	1970	0.05	0.311	41.8	13101000	0.13	124.8	229.59391666666667	38.825
Colorado	1971	0.05	0.312	41.7	13967000	0.13	125.5	229.59391666666667	40.49166666666667
Colorado	1972	0.05	0.327	39.8	15328000	0.13	134.3	229.59391666666667	41.81666666666666
Colorado	1973	0.05	0.381	47.2	16255000	0.18	137.9	229.59391666666667	44.4
Colorado	1974	0.1	0.417	43.2	32364000	0.18	132.8	229.59391666666667	49.30833333333334
Colorado	1975	0.1	0.448	40.2	32710000	0.18	131	229.59391666666667	53.81666666666667
Colorado	1976	0.1	0.447	40.3	33914000	0.18	134.2	229.59391666666667	56.90833333333333
Colorado	1977	0.1	0.574	40.1	34098000	0.23	132	229.59391666666667	60.608333333333334
Colorado	1978	0.15	0.528	34.1	50757000	0.18	129.2	229.59391666666667	65.23333333333333
Colorado	1979	0.1	0.546	33	35108000	0.18	131.5	229.59391666666667	72.575
Colorado	1980	0.1	0.581	31	36311000	0.18	131	229.59391666666667	82.40833333333333
Colorado	1981	0.1	0.614	29.3	38656000	0.18	133.8	229.59391666666667	90.925
Colorado	1982	0.1	0.733	24.6	38705000	0.18	130.5	229.59391666666667	96.5
Colorado	1983	0.1	0.834	37.2	38157000	0.31	125.3	229.59391666666667	99.6
Colorado	1984	0.15	0.931	33.3	49528000	0.31	119.7	229.59391666666667	103.88333333333333
Colorado	1985	0.15	0.951	32.6	54369000	0.31	112.4	229.59391666666667	107.56666666666666
Colorado	1986	0.15	1.086	33.2	53052000	0.36	109.9	229.59391666666667	109.60833333333333
Colorado	1987	0.2	1.16	31	66972910	0.36	102.4	229.59391666666667	113.625
Colorado	1988	0.2	1.308	27.5	63320608	0.36	94.6	229.59391666666667	118.25833333333333
Colorado	1989	0.2	1.493	24.1	59822164	0.36	88.8	229.59391666666667	123.96666666666667
Colorado	1990	0.2	1.457	24.7	58895309	0.36	87.4	229.59391666666667	130.65833333333333
Colorado	1991	0.2	1.575	25.4	59892549	0.4	90.2	229.59391666666667	136.19166666666666
Colorado	1992	0.2	1.682	23.8	58654419	0.4	88.3	229.59391666666667	140.31666666666666
Colorado	1993	0.2	1.532	28.7	58864837	0.44	88.6	229.59391666666667	144.45833333333334
Colorado	1994	0.2	1.642	26.8	60025673	0.44	89.1	229.59391666666667	148.225
Colorado	1995	0.2	1.696	25.9	61736338	0.44	85.4	229.59391666666667	152.38333333333333
Colorado	1996	0.2	1.744	25.2	61731047	0.44	83.1	229.59391666666667	156.85
Colorado	1997	0.2	1.858	23.7	62140937	0.44	81.3	229.59391666666667	160.51666666666665
Colorado	1998	0.2	2.042	21.5	62048112	0.44	81.2	229.59391666666667	163.00833333333333
Colorado	1999	0.2	2.813	15.6	61882583	0.44	79.6	229.59391666666667	166.575
Colorado	2000	0.2	2.933	18.4	60818207	0.54	73	229.59391666666667	172.2
Colorado	2001	0.2	3.061	17.6	60567252	0.54	70.4	229.59391666666667	177.06666666666666
Colorado	2002	0.2	3.264	18.1	58518066	0.59	66.2	229.59391666666667	179.875
Colorado	2003	0.2	3.214	18.4	56330686	0.59	63.8	229.59391666666667	183.95833333333334
Colorado	2004	0.2	3.429	17.2	55255011	0.59	60.7	229.59391666666667	188.88333333333333
Colorado	2005	0.84	4.036	30.5	116600483	1.23	57.9	229.59391666666667	195.29166666666666
Colorado	2006	0.84	4.025	30.6	208072655	1.23	53.1	229.59391666666667	201.59166666666667
Colorado	2007	0.84	4.213	29.2	204048087	1.23	51.1	229.59391666666667	207.34241666666668
Colorado	2008	0.84	4.203	29.3	197765465	1.23	48.4	229.59391666666667	215.3025
Colorado	2009	0.84	5.078	36.4	191018492	1.85	46	229.59391666666667	214.537
Colorado	2010	0.84	5.097	36.3	176557976	1.85	41.4	229.59391666666667	218.0555
Colorado	2011	0.84	5.216	35.5	171531588	1.85	40.6	229.59391666666667	224.93916666666667
Colorado	2012	0.84	5.299	34.9	174467790	1.85	40.6	229.59391666666667	229.59391666666667
Colorado	2013	0.84	5.415	34.2	167059169	1.85	38.3	229.59391666666667	232.95708333333334
Colorado	2014	0.84	5.431	34.1	162218960	1.85	36.7	229.59391666666667	236.73616666666666
Colorado	2015	0.84	5.443	34	163117891	1.85	36.3	229.59391666666667	237.017
Colorado	2016	0.84	5.49	33.7	163999393	1.85	35.8	229.59391666666667	240.00716666666668
Colorado	2017	0.84	5.696	32.5	160413997	1.85	34.5	229.59391666666667	245.11958333333334
Colorado	2018	0.84	5.873	31.5	151345229	1.85	32.1	229.59391666666667	251.10683333333333
Colorado	2019	0.84	6.06	30.5	145551255	1.85	30.4	229.59391666666667	255.65741666666668
Connecticut	1970	0.16	0.455	52.7	57913000	0.24	120	229.59391666666667	38.825
Connecticut	1971	0.16	0.513	56.5	57202000	0.29	117.6	229.59391666666667	40.49166666666667
Connecticut	1972	0.21	0.506	57.3	69983000	0.29	110.8	229.59391666666667	41.81666666666666
