state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	cpi_2012	index
South Carolina	1986	0.07	0.953	24.1	29522340	0.23	126.6	229.59391666666667	109.60833333333333
South Carolina	1987	0.07	0.999	23	30093670	0.23	126.6	229.59391666666667	113.625
South Carolina	1988	0.07	1.119	20.6	30114220	0.23	124.4	229.59391666666667	118.25833333333333
South Carolina	1989	0.07	1.252	18.3	29861721	0.23	122.4	229.59391666666667	123.96666666666667
South Carolina	1990	0.07	1.29	17.8	29140978	0.23	118.6	229.59391666666667	130.65833333333333
South Carolina	1991	0.07	1.519	17.8	29953372	0.27	121.5	229.59391666666667	136.19166666666666
South Carolina	1992	0.07	1.645	16.4	27846422	0.27	112.9	229.59391666666667	140.31666666666666
South Carolina	1993	0.07	1.391	22.3	28402000	0.31	115.2	229.59391666666667	144.45833333333334
South Carolina	1994	0.07	1.4	22.1	27996316	0.31	112.2	229.59391666666667	148.225
South Carolina	1995	0.07	1.495	20.7	28994603	0.31	109.2	229.59391666666667	152.38333333333333
South Carolina	1996	0.07	1.539	20.1	26468366	0.31	102.9	229.59391666666667	156.85
South Carolina	1997	0.07	1.653	18.8	32242879	0.31	124.5	229.59391666666667	160.51666666666665
South Carolina	1998	0.07	1.796	17.3	32877081	0.31	126.9	229.59391666666667	163.00833333333333
South Carolina	1999	0.07	2.553	12.1	28554305	0.31	109.4	229.59391666666667	166.575
South Carolina	2000	0.07	2.783	14.7	28077000	0.41	103.9	229.59391666666667	172.2
South Carolina	2001	0.07	3.024	13.6	25772858	0.41	96.6	229.59391666666667	177.06666666666666
South Carolina	2002	0.07	3.106	14.8	26350424	0.46	97.5	229.59391666666667	179.875
South Carolina	2003	0.07	3.167	14.5	25843905	0.46	95.7	229.59391666666667	183.95833333333334
South Carolina	2004	0.07	3.122	14.7	26759248	0.46	92.2	229.59391666666667	188.88333333333333
South Carolina	2005	0.07	3.147	14.6	27559820	0.46	94	229.59391666666667	195.29166666666666
South Carolina	2006	0.07	3.094	14.9	28724528	0.46	96.4	229.59391666666667	201.59166666666667
South Carolina	2007	0.07	3.262	14.1	27553662	0.46	91.2	229.59391666666667	207.34241666666668
South Carolina	2008	0.07	3.319	13.9	27468584	0.46	89.1	229.59391666666667	215.3025
South Carolina	2009	0.07	3.967	27.2	26656877	1.08	85	229.59391666666667	214.537
South Carolina	2010	0.07	4.705	33.6	26912128	1.58	84.5	229.59391666666667	218.0555
South Carolina	2011	0.57	4.844	32.6	138031843	1.58	69.9	229.59391666666667	224.93916666666667
South Carolina	2012	0.57	4.851	32.6	164019425	1.58	61.9	229.59391666666667	229.59391666666667
South Carolina	2013	0.57	4.879	32.4	163002662	1.58	62	229.59391666666667	232.95708333333334
South Carolina	2014	0.57	4.987	31.7	156356758	1.58	58.9	229.59391666666667	236.73616666666666
South Carolina	2015	0.57	5.029	31.4	153086500	1.58	56.1	229.59391666666667	237.017
South Carolina	2016	0.57	5.049	31.3	156101358	1.58	57.3	229.59391666666667	240.00716666666668
South Carolina	2017	0.57	5.142	30.7	154924581	1.58	55.5	229.59391666666667	245.11958333333334
South Carolina	2018	0.57	5.322	29.7	151957884	1.58	53.1	229.59391666666667	251.10683333333333
South Carolina	2019	0.57	5.569	28.4	157479471	1.58	52.6	229.59391666666667	255.65741666666668
South Dakota	1970	0.12	0.385	51.9	7360000	0.2	92.7	229.59391666666667	38.825
South Dakota	1971	0.12	0.391	51.2	7730000	0.2	96.7	229.59391666666667	40.49166666666667
South Dakota	1972	0.12	0.396	50.5	8280000	0.2	103	229.59391666666667	41.81666666666666
South Dakota	1973	0.12	0.404	49.5	8438000	0.2	103.5	229.59391666666667	44.4
South Dakota	1974	0.12	0.428	46.7	8909000	0.2	108.4	229.59391666666667	49.30833333333334
South Dakota	1975	0.12	0.45	44.5	9283000	0.2	113.5	229.59391666666667	53.81666666666667
South Dakota	1976	0.12	0.464	43.1	9561000	0.2	116.7	229.59391666666667	56.90833333333333
South Dakota	1977	0.12	0.532	37.6	9515000	0.2	115.6	229.59391666666667	60.608333333333334
South Dakota	1978	0.12	0.541	37	9665000	0.2	116.9	229.59391666666667	65.23333333333333
South Dakota	1979	0.12	0.588	37.4	9721000	0.22	117.4	229.59391666666667	72.575
South Dakota	1980	0.14	0.623	35.3	11053000	0.22	114.7	229.59391666666667	82.40833333333333
South Dakota	1981	0.14	0.68	33.8	11176000	0.23	115.7	229.59391666666667	90.925
South Dakota	1982	0.15	0.788	29.2	11615000	0.23	113	229.59391666666667	96.5
South Dakota	1983	0.15	0.898	34.5	11381000	0.31	109.8	229.59391666666667	99.6
South Dakota	1984	0.15	0.923	33.6	11191000	0.31	105.7	229.59391666666667	103.88333333333333
South Dakota	1985	0.15	1.085	35.9	11167000	0.39	104.4	229.59391666666667	107.56666666666666
South Dakota	1986	0.23	1.137	34.3	15673000	0.39	97	229.59391666666667	109.60833333333333
South Dakota	1987	0.23	1.247	31.2	15849000	0.39	95.8	229.59391666666667	113.625
South Dakota	1988	0.23	1.301	30	15261000	0.39	91.9	229.59391666666667	118.25833333333333
South Dakota	1989	0.23	1.389	28	14527000	0.39	87.4	229.59391666666667	123.96666666666667
South Dakota	1990	0.23	1.503	25.9	14679000	0.39	88.3	229.59391666666667	130.65833333333333
South Dakota	1991	0.23	1.63	26.4	14724000	0.43	91.8	229.59391666666667	136.19166666666666
South Dakota	1992	0.23	1.803	23.8	14943000	0.43	93	229.59391666666667	140.31666666666666
South Dakota	1993	0.23	1.544	30.4	14685000	0.47	91.6	229.59391666666667	144.45833333333334
South Dakota	1994	0.23	1.621	29	15303000	0.47	94.8	229.59391666666667	148.225
South Dakota	1995	0.23	1.712	33.3	16274000	0.57	98.6	229.59391666666667	152.38333333333333
South Dakota	1996	0.23	1.817	31.4	22456341	0.57	92.3	229.59391666666667	156.85
South Dakota	1997	0.33	1.928	29.6	21458178	0.57	88.8	229.59391666666667	160.51666666666665
South Dakota	1998	0.33	2.079	27.4	21321597	0.57	88.3	229.59391666666667	163.00833333333333
South Dakota	1999	0.33	2.729	20.9	20327478	0.57	83.5	229.59391666666667	166.575
South Dakota	2000	0.33	3.04	22	19251084	0.67	75.1	229.59391666666667	172.2
South Dakota	2001	0.33	3.275	20.5	19452005	0.67	78.1	229.59391666666667	177.06666666666666
South Dakota	2002	0.33	3.405	21.1	18837516	0.72	75.4	229.59391666666667	179.875
South Dakota	2003	0.53	3.483	26.4	21669573	0.92	73.2	229.59391666666667	183.95833333333334
South Dakota	2004	0.53	3.506	26.2	28171051	0.92	69.3	229.59391666666667	188.88333333333333
South Dakota	2005	0.53	3.539	26	28065888	0.92	68.7	229.59391666666667	195.29166666666666
South Dakota	2006	0.53	3.499	26.3	28462829	0.92	69.2	229.59391666666667	201.59166666666667
South Dakota	2007	1.53	4.391	43.7	43184955	1.92	58.5	229.59391666666667	207.34241666666668
South Dakota	2008	1.53	4.582	41.9	60271330	1.92	49.5	229.59391666666667	215.3025
South Dakota	2009	1.53	5.437	46.7	61646193	2.54	49.7	229.59391666666667	214.537
South Dakota	2010	1.53	5.885	43.2	60417938	2.54	48.6	229.59391666666667	218.0555
South Dakota	2011	1.53	5.842	43.5	54607887	2.54	43.8	229.59391666666667	224.93916666666667
South Dakota	2012	1.53	5.831	43.6	53980032	2.54	42.8	229.59391666666667	229.59391666666667
South Dakota	2013	1.53	5.766	44.1	54473910	2.54	42.7	229.59391666666667	232.95708333333334
South Dakota	2014	1.53	5.931	42.8	54732798	2.54	42.3	229.59391666666667	236.73616666666666
South Dakota	2015	1.53	6.221	40.8	53164088	2.54	40.7	229.59391666666667	237.017
South Dakota	2016	1.53	6.252	40.6	58833509	2.54	44.6	229.59391666666667	240.00716666666668
South Dakota	2017	1.53	6.455	39.3	55127979	2.54	41.6	229.59391666666667	245.11958333333334
South Dakota	2018	1.53	6.534	38.9	54892816	2.54	40.2	229.59391666666667	251.10683333333333
South Dakota	2019	1.53	6.693	38	47222260	2.54	35	229.59391666666667	255.65741666666668
Tennessee	1970	0.13	0.416	50.5	51529552	0.21	99.8	229.59391666666667	38.825
Tennessee	1971	0.13	0.416	50.5	54324788	0.21	106.3	229.59391666666667	40.49166666666667
Tennessee	1972	0.13	0.408	51.5	57838793	0.21	111.5	229.59391666666667	41.81666666666666
Tennessee	1973	0.13	0.425	49.4	57504328	0.21	109.7	229.59391666666667	44.4
Tennessee	1974	0.13	0.453	46.4	61589439	0.21	114.8	229.59391666666667	49.30833333333334
Tennessee	1975	0.13	0.483	43.5	62998951	0.21	117.4	229.59391666666667	53.81666666666667
Tennessee	1976	0.13	0.496	42.3	66254203	0.21	121.7	229.59391666666667	56.90833333333333
Tennessee	1977	0.13	0.548	38.3	68265256	0.21	124.6	229.59391666666667	60.608333333333334
Tennessee	1978	0.13	0.573	36.6	71135611	0.21	127.3	229.59391666666667	65.23333333333333
Tennessee	1979	0.13	0.603	34.8	72046814	0.21	127.2	229.59391666666667	72.575
Tennessee	1980	0.13	0.637	33	74254687	0.21	130.4	229.59391666666667	82.40833333333333
Tennessee	1981	0.13	0.683	30.7	77075964	0.21	129.1	229.59391666666667	90.925
Tennessee	1982	0.13	0.791	26.5	78807924	0.21	131.4	229.59391666666667	96.5
Tennessee	1983	0.13	0.883	32.8	78010310	0.29	129	229.59391666666667	99.6
Tennessee	1984	0.13	0.925	31.4	76741643	0.29	125.1	229.59391666666667	103.88333333333333
Tennessee	1985	0.13	0.988	29.4	79593436	0.29	128.7	229.59391666666667	107.56666666666666
Tennessee	1986	0.13	1.035	28	79745209	0.29	107.9	229.59391666666667	109.60833333333333
Tennessee	1987	0.13	1.121	25.9	81357705	0.29	130.6	229.59391666666667	113.625
Tennessee	1988	0.13	1.215	23.9	79785166	0.29	125.3	229.59391666666667	118.25833333333333
Tennessee	1989	0.13	1.35	21.5	79845917	0.29	124.7	229.59391666666667	123.96666666666667
Tennessee	1990	0.13	1.374	21.1	78338596	0.29	121.8	229.59391666666667	130.65833333333333
Tennessee	1991	0.13	1.639	20.1	76943846	0.33	120.6	229.59391666666667	136.19166666666666
Tennessee	1992	0.13	1.702	19.4	77135315	0.33	121	229.59391666666667	140.31666666666666
Tennessee	1993	0.13	1.503	24.6	77029000	0.37	120.8	229.59391666666667	144.45833333333334
Tennessee	1994	0.13	1.53	24.2	77049000	0.37	118.8	229.59391666666667	148.225
Tennessee	1995	0.13	1.559	23.7	84827807	0.37	125.4	229.59391666666667	152.38333333333333
Tennessee	1996	0.13	1.611	23	80884691	0.37	119.2	229.59391666666667	156.85
Tennessee	1997	0.13	1.677	22.1	82056793	0.37	118.9	229.59391666666667	160.51666666666665
Tennessee	1998	0.13	1.895	19.5	82777975	0.37	119.7	229.59391666666667	163.00833333333333
Tennessee	1999	0.13	2.612	14.2	80688000	0.37	115.8	229.59391666666667	166.575
Tennessee	2000	0.13	2.815	16.7	79981161	0.47	108.7	229.59391666666667	172.2
Tennessee	2001	0.13	3.071	15.3	76010568	0.47	103.5	229.59391666666667	177.06666666666666
Tennessee	2002	0.13	3.269	18	77116917	0.59	103.4	229.59391666666667	179.875
Tennessee	2003	0.2	3.182	18.5	107041135	0.59	93.2	229.59391666666667	183.95833333333334
Tennessee	2004	0.2	3.182	18.5	112734251	0.59	96.5	229.59391666666667	188.88333333333333
Tennessee	2005	0.2	3.257	18.1	114345060	0.59	97	229.59391666666667	195.29166666666666
Tennessee	2006	0.2	3.235	18.2	117658741	0.59	98.7	229.59391666666667	201.59166666666667
Tennessee	2007	0.2	3.738	27.8	129671397	1.04	107.4	229.59391666666667	207.34241666666668
Tennessee	2008	0.62	3.748	26.9	265812861	1.01	69.5	229.59391666666667	215.3025
Tennessee	2009	0.62	4.644	35.1	296801064	1.63	77	229.59391666666667	214.537
Tennessee	2010	0.62	4.784	34.1	283488219	1.63	72.6	229.59391666666667	218.0555
Tennessee	2011	0.62	4.925	33.1	282037904	1.63	71.7	229.59391666666667	224.93916666666667
Tennessee	2012	0.62	4.832	33.7	271048763	1.63	68.3	229.59391666666667	229.59391666666667
Tennessee	2013	0.62	4.965	32.8	265091159	1.63	66.2	229.59391666666667	232.95708333333334
Tennessee	2014	0.62	5.003	32.6	252266793	1.63	62.6	229.59391666666667	236.73616666666666
Tennessee	2015	0.62	4.993	32.6	252591583	1.63	62.2	229.59391666666667	237.017
Tennessee	2016	0.62	5.133	31.8	251898947	1.63	61.6	229.59391666666667	240.00716666666668
Tennessee	2017	0.62	5.206	31.3	244100257	1.63	59.2	229.59391666666667	245.11958333333334
Tennessee	2018	0.62	5.281	30.9	233013693	1.63	56	229.59391666666667	251.10683333333333
Tennessee	2019	0.62	5.545	29.4	232877687	1.63	55.5	229.59391666666667	255.65741666666668
Texas	1970	0.155	0.42	56	169554206	0.235	106.4	229.59391666666667	38.825
Texas	1971	0.155	0.469	56.5	189942675	0.265	108.9	229.59391666666667	40.49166666666667
Texas	1972	0.185	0.464	57.1	226503540	0.265	108.6	229.59391666666667	41.81666666666666
Texas	1973	0.185	0.475	55.8	236280843	0.265	110.4	229.59391666666667	44.4
Texas	1974	0.185	0.506	52.4	248277976	0.265	114.7	229.59391666666667	49.30833333333334
Texas	1975	0.185	0.533	49.7	256967461	0.265	116	229.59391666666667	53.81666666666667
Texas	1976	0.185	0.533	49.7	273166718	0.265	121.4	229.59391666666667	56.90833333333333
Texas	1977	0.185	0.591	44.8	283908123	0.265	124.2	229.59391666666667	60.608333333333334
Texas	1978	0.185	0.622	42.6	296923598	0.265	126.6	229.59391666666667	65.23333333333333
Texas	1979	0.185	0.637	41.6	301669878	0.265	126.4	229.59391666666667	72.575
Texas	1980	0.185	0.669	39.6	321154012	0.265	129.7	229.59391666666667	82.40833333333333
Texas	1981	0.185	0.738	35.9	339554173	0.265	129	229.59391666666667	90.925
Texas	1982	0.185	0.841	31.5	358491433	0.265	131.2	229.59391666666667	96.5
Texas	1983	0.185	0.938	36.8	357379664	0.345	126.4	229.59391666666667	99.6
Texas	1984	0.185	1.021	34.8	344699280	0.355	117.2	229.59391666666667	103.88333333333333
Texas	1985	0.195	1.055	34.6	360500225	0.365	115.9	229.59391666666667	107.56666666666666
Texas	1986	0.205	1.144	31.9	373506575	0.365	113.7	229.59391666666667	109.60833333333333
Texas	1987	0.205	1.28	32.8	355496360	0.42	105.8	229.59391666666667	113.625
Texas	1988	0.26	1.37	30.7	399060039	0.42	96.5	229.59391666666667	118.25833333333333
Texas	1989	0.26	1.457	28.8	410282050	0.42	94.5	229.59391666666667	123.96666666666667
Texas	1990	0.26	1.736	32.8	389745949	0.57	85.6	229.59391666666667	130.65833333333333
Texas	1991	0.26	1.86	32.8	552917679	0.61	79.6	229.59391666666667	136.19166666666666
Texas	1992	0.41	2.046	29.8	543222000	0.61	77.2	229.59391666666667	140.31666666666666
Texas	1993	0.41	1.777	36.6	572602310	0.65	81.3	229.59391666666667	144.45833333333334
Texas	1994	0.41	1.85	35.1	562276060	0.65	78.8	229.59391666666667	148.225
Texas	1995	0.41	1.884	34.5	559696209	0.65	75.2	229.59391666666667	152.38333333333333
Texas	1996	0.41	1.898	34.2	569079842	0.65	74.6	229.59391666666667	156.85
Texas	1997	0.41	2.018	32.2	569575890	0.65	72.6	229.59391666666667	160.51666666666665
Texas	1998	0.41	2.25	28.9	556503717	0.65	73.2	229.59391666666667	163.00833333333333
Texas	1999	0.41	2.923	22.2	539935144	0.65	67.8	229.59391666666667	166.575
Texas	2000	0.41	3.112	24.1	536877386	0.75	69.3	229.59391666666667	172.2
Texas	2001	0.41	3.267	23	495713837	0.75	62.1	229.59391666666667	177.06666666666666
Texas	2002	0.41	3.531	22.7	512895687	0.8	58.3	229.59391666666667	179.875
Texas	2003	0.41	3.487	22.9	490718568	0.8	58.9	229.59391666666667	183.95833333333334
Texas	2004	0.41	3.364	23.8	501571338	0.8	55.8	229.59391666666667	188.88333333333333
Texas	2005	0.41	3.375	23.7	507341005	0.8	55.4	229.59391666666667	195.29166666666666
Texas	2006	0.41	3.33	24	507159644	0.8	54.3	229.59391666666667	201.59166666666667
Texas	2007	1.41	4.455	40.4	1024383107	1.8	49.3	229.59391666666667	207.34241666666668
Texas	2008	1.41	4.549	39.6	1507229486	1.8	43.9	229.59391666666667	215.3025
Texas	2009	1.41	5.529	43.8	1211322317	2.42	42.3	229.59391666666667	214.537
Texas	2010	1.41	5.642	42.9	1249918085	2.42	38.2	229.59391666666667	218.0555
Texas	2011	1.41	5.731	42.2	1359519880	2.42	38.7	229.59391666666667	224.93916666666667
Texas	2012	1.41	5.659	42.8	1330330418	2.42	36.7	229.59391666666667	229.59391666666667
Texas	2013	1.41	5.747	42.1	1329662430	2.42	36.2	229.59391666666667	232.95708333333334
Texas	2014	1.41	5.763	42	1256724107	2.42	33.7	229.59391666666667	236.73616666666666
Texas	2015	1.41	5.946	40.7	1270386671	2.42	33.8	229.59391666666667	237.017
Texas	2016	1.41	6.043	40	1271800731	2.42	32.8	229.59391666666667	240.00716666666668
Texas	2017	1.41	6.244	38.8	1253705378	2.42	31.9	229.59391666666667	245.11958333333334
Texas	2018	1.41	6.318	38.3	1190923717	2.42	29.1	229.59391666666667	251.10683333333333
Texas	2019	1.41	6.482	37.3	1168588119	2.42	28.8	229.59391666666667	255.65741666666668
Utah	1970	0.08	0.366	43.7	5473433	0.16	65.5	229.59391666666667	38.825
Utah	1971	0.08	0.372	43	5794213	0.16	67.7	229.59391666666667	40.49166666666667
Utah	1972	0.08	0.365	43.8	6272275	0.16	71.3	229.59391666666667	41.81666666666666
Utah	1973	0.08	0.378	42.3	6534971	0.16	72.7	229.59391666666667	44.4
Utah	1974	0.08	0.405	39.5	6993604	0.16	75.6	229.59391666666667	49.30833333333334
Utah	1975	0.08	0.434	36.9	7111247	0.16	75.8	229.59391666666667	53.81666666666667
Utah	1976	0.08	0.447	35.8	7518081	0.16	77.9	229.59391666666667	56.90833333333333
Utah	1977	0.08	0.495	32.3	7755816	0.16	78.9	229.59391666666667	60.608333333333334
Utah	1978	0.08	0.537	29.8	8077185	0.16	79.6	229.59391666666667	65.23333333333333
Utah	1979	0.08	0.572	31.5	8270288	0.18	79.1	229.59391666666667	72.575
Utah	1980	0.1	0.627	28.7	10380880	0.18	74.8	229.59391666666667	82.40833333333333
Utah	1981	0.1	0.681	26.4	11332870	0.18	77.6	229.59391666666667	90.925
Utah	1982	0.1	0.82	24.2	11175540	0.2	73.6	229.59391666666667	96.5
Utah	1983	0.12	0.953	29.4	12863400	0.28	69	229.59391666666667	99.6
Utah	1984	0.12	1.046	26.8	13071387	0.28	66.3	229.59391666666667	103.88333333333333
Utah	1985	0.12	1.035	27.1	13412317	0.28	66.5	229.59391666666667	107.56666666666666
Utah	1986	0.12	1.086	25.8	12919309	0.28	64.4	229.59391666666667	109.60833333333333
Utah	1987	0.23	1.229	31.7	14969083	0.39	67.7	229.59391666666667	113.625
Utah	1988	0.23	1.356	28.8	21656003	0.39	55	229.59391666666667	118.25833333333333
Utah	1989	0.23	1.519	25.7	22551304	0.39	57	229.59391666666667	123.96666666666667
Utah	1990	0.23	1.671	23.3	21106378	0.39	53.4	229.59391666666667	130.65833333333333
Utah	1991	0.23	1.701	28.1	21395613	0.465	53.5	229.59391666666667	136.19166666666666
Utah	1992	0.23	1.801	25.8	24805000	0.465	55	229.59391666666667	140.31666666666666
Utah	1993	0.265	1.604	31.5	25898218	0.505	56.2	229.59391666666667	144.45833333333334
Utah	1994	0.265	1.688	29.9	26167144	0.505	55.8	229.59391666666667	148.225
Utah	1995	0.265	1.749	28.9	25812927	0.505	52	229.59391666666667	152.38333333333333
Utah	1996	0.265	1.862	27.1	27788866	0.505	54	229.59391666666667	156.85
Utah	1997	0.265	2.227	33.9	32657125	0.755	57	229.59391666666667	160.51666666666665
Utah	1998	0.265	2.437	31	43619557	0.755	42.3	229.59391666666667	163.00833333333333
Utah	1999	0.515	3.129	24.1	47440834	0.755	43.9	229.59391666666667	166.575
Utah	2000	0.515	3.312	25.8	46235015	0.855	40.7	229.59391666666667	172.2
Utah	2001	0.515	3.358	25.5	44467980	0.855	38.7	229.59391666666667	177.06666666666666
Utah	2002	0.695	3.812	28.5	47442128	1.085	40.1	229.59391666666667	179.875
Utah	2003	0.695	3.701	29.3	57529796	1.085	36.5	229.59391666666667	183.95833333333334
Utah	2004	0.695	3.76	28.9	55835597	1.085	34.2	229.59391666666667	188.88333333333333
Utah	2005	0.695	3.772	28.8	56598687	1.085	33.6	229.59391666666667	195.29166666666666
Utah	2006	0.695	3.722	29.2	59292150	1.085	34.5	229.59391666666667	201.59166666666667
Utah	2007	0.695	3.893	27.9	58224620	1.085	32.9	229.59391666666667	207.34241666666668
Utah	2008	0.695	4.029	26.9	57540080	1.085	31.3	229.59391666666667	215.3025
Utah	2009	0.695	4.672	36.5	52419000	1.705	27.6	229.59391666666667	214.537
Utah	2010	0.695	5.891	46	54495284	2.71	26.7	229.59391666666667	218.0555
Utah	2011	1.7	5.999	45.2	104570910	2.71	22.3	229.59391666666667	224.93916666666667
Utah	2012	1.7	6.24	43.4	110249352	2.71	23	229.59391666666667	229.59391666666667
Utah	2013	1.7	6.296	43	104045712	2.71	21.4	229.59391666666667	232.95708333333334
Utah	2014	1.7	6.349	42.7	96248832	2.71	19.5	229.59391666666667	236.73616666666666
Utah	2015	1.7	6.366	42.6	99867180	2.71	20	229.59391666666667	237.017
Utah	2016	1.7	6.504	41.7	94338780	2.71	18.5	229.59391666666667	240.00716666666668
Utah	2017	1.7	6.791	39.9	95612556	2.71	18.4	229.59391666666667	245.11958333333334
Utah	2018	1.7	6.777	40	90276188	2.71	17.1	229.59391666666667	251.10683333333333
Utah	2019	1.7	6.968	38.9	85293589	2.71	15.9	229.59391666666667	255.65741666666668
Vermont	1970	0.12	0.395	50.6	6458913	0.2	122.6	229.59391666666667	38.825
Vermont	1971	0.12	0.4	50	6674580	0.2	124.4	229.59391666666667	40.49166666666667
Vermont	1972	0.12	0.398	50.3	7586268	0.2	138	229.59391666666667	41.81666666666666
Vermont	1973	0.12	0.413	48.4	8136202	0.2	146.8	229.59391666666667	44.4
Vermont	1974	0.12	0.418	47.9	8454155	0.2	151.8	229.59391666666667	49.30833333333334
Vermont	1975	0.12	0.471	42.5	8776260	0.2	155.5	229.59391666666667	53.81666666666667
Vermont	1976	0.12	0.47	42.6	9671592	0.2	171.1	229.59391666666667	56.90833333333333
Vermont	1977	0.12	0.525	38.1	9674168	0.2	169.4	229.59391666666667	60.608333333333334
Vermont	1978	0.12	0.548	36.5	9412514	0.2	162.4	229.59391666666667	65.23333333333333
Vermont	1979	0.12	0.589	34	9404220	0.2	160.9	229.59391666666667	72.575
Vermont	1980	0.12	0.61	32.8	9635046	0.2	161.6	229.59391666666667	82.40833333333333
Vermont	1981	0.12	0.668	29.9	10047083	0.2	163.8	229.59391666666667	90.925
Vermont	1982	0.12	0.77	26	10047885	0.2	162.3	229.59391666666667	96.5
Vermont	1983	0.12	0.906	36.4	9521081	0.33	153.8	229.59391666666667	99.6
Vermont	1984	0.17	0.955	34.6	12567950	0.33	144.3	229.59391666666667	103.88333333333333
Vermont	1985	0.17	1.049	31.5	12992903	0.33	144.5	229.59391666666667	107.56666666666666
Vermont	1986	0.17	1.138	29	11932304	0.33	131.2	229.59391666666667	109.60833333333333
Vermont	1987	0.17	1.237	26.6	11726086	0.33	128.3	229.59391666666667	113.625
Vermont	1988	0.17	1.297	25.4	12040932	0.33	128.7	229.59391666666667	118.25833333333333
Vermont	1989	0.17	1.437	23.1	11431152	0.33	120.9	229.59391666666667	123.96666666666667
Vermont	1990	0.17	1.501	22	11769382	0.33	124.3	229.59391666666667	130.65833333333333
Vermont	1991	0.17	1.68	22.6	11678577	0.38	120.9	229.59391666666667	136.19166666666666
Vermont	1992	0.17	1.738	23	13307556	0.4	126.5	229.59391666666667	140.31666666666666
Vermont	1993	0.19	1.596	27.6	13274742	0.44	117.2	229.59391666666667	144.45833333333334
Vermont	1994	0.2	1.601	27.5	13764112	0.44	120.3	229.59391666666667	148.225
Vermont	1995	0.2	1.964	34.6	14262091	0.68	123.2	229.59391666666667	152.38333333333333
Vermont	1996	0.2	2.019	33.7	26267084	0.68	102.5	229.59391666666667	156.85
Vermont	1997	0.44	2.139	31.8	25804177	0.68	97.7	229.59391666666667	160.51666666666665
Vermont	1998	0.44	2.337	29.1	25129827	0.68	97	229.59391666666667	163.00833333333333
Vermont	1999	0.44	3.011	22.6	24376761	0.68	94.1	229.59391666666667	166.575
Vermont	2000	0.44	3.232	24.1	24144395	0.78	88.9	229.59391666666667	172.2
Vermont	2001	0.44	3.549	22	25256106	0.78	94.3	229.59391666666667	177.06666666666666
Vermont	2002	0.44	3.903	33.8	25084291	1.32	93	229.59391666666667	179.875
Vermont	2003	0.93	4.352	36.3	44390735	1.58	77.9	229.59391666666667	183.95833333333334
Vermont	2004	1.19	4.435	35.6	50984274	1.58	69.2	229.59391666666667	188.88333333333333
Vermont	2005	1.19	4.478	35.3	47271084	1.58	63.9	229.59391666666667	195.29166666666666
Vermont	2006	1.19	4.851	44.9	47398431	2.18	63.9	229.59391666666667	201.59166666666667
Vermont	2007	1.79	5.095	42.8	60814883	2.18	54.5	229.59391666666667	207.34241666666668
Vermont	2008	1.79	5.579	42.7	57330405	2.38	51.6	229.59391666666667	215.3025
Vermont	2009	1.99	6.657	48.8	61819885	3.25	48.9	229.59391666666667	214.537
Vermont	2010	2.24	6.845	47.5	66469471	3.25	47.7	229.59391666666667	218.0555
Vermont	2011	2.24	7.429	48.9	67896109	3.63	48.7	229.59391666666667	224.93916666666667
Vermont	2012	2.62	7.494	48.4	73270456	3.63	45.7	229.59391666666667	229.59391666666667
Vermont	2013	2.62	7.672	47.3	67417623	3.63	42.1	229.59391666666667	232.95708333333334
Vermont	2014	2.62	7.689	47.2	64804902	3.63	40.4	229.59391666666667	236.73616666666666
Vermont	2015	2.75	8.12	50.4	69580500	4.09	40.4	229.59391666666667	237.017
Vermont	2016	3.08	8.034	50.9	72105664	4.09	37.4	229.59391666666667	240.00716666666668
Vermont	2017	3.08	8.414	48.6	69405666	4.09	36.3	229.59391666666667	245.11958333333334
Vermont	2018	3.08	8.582	47.7	63033678	4.09	32.8	229.59391666666667	251.10683333333333
Vermont	2019	3.08	8.823	46.4	60801534	4.09	31.5	229.59391666666667	255.65741666666668
Virginia	1970	0.025	0.302	34.8	14508000	0.105	124.3	229.59391666666667	38.825
Virginia	1971	0.025	0.299	35.1	14934000	0.105	128.4	229.59391666666667	40.49166666666667
Virginia	1972	0.025	0.301	34.9	16147000	0.105	137	229.59391666666667	41.81666666666666
Virginia	1973	0.025	0.313	33.6	17043000	0.105	143.1	229.59391666666667	44.4
Virginia	1974	0.025	0.336	31.3	17997000	0.105	149.6	229.59391666666667	49.30833333333334
Virginia	1975	0.025	0.379	27.7	18736000	0.105	152.7	229.59391666666667	53.81666666666667
Virginia	1976	0.025	0.384	27.3	19630000	0.105	158.1	229.59391666666667	56.90833333333333
Virginia	1977	0.025	0.428	24.5	19842000	0.105	157.7	229.59391666666667	60.608333333333334
Virginia	1978	0.025	0.458	22.9	20017000	0.105	155.9	229.59391666666667	65.23333333333333
Virginia	1979	0.025	0.485	21.7	19535000	0.105	151.8	229.59391666666667	72.575
Virginia	1980	0.025	0.518	20.3	19350000	0.105	148.9	229.59391666666667	82.40833333333333
Virginia	1981	0.025	0.564	18.6	20035000	0.105	149.9	229.59391666666667	90.925
Virginia	1982	0.025	0.688	15.3	20004000	0.105	147.4	229.59391666666667	96.5
Virginia	1983	0.025	0.76	24.3	19613000	0.185	144.7	229.59391666666667	99.6
Virginia	1984	0.025	0.836	22.1	19099000	0.185	136.8	229.59391666666667	103.88333333333333
